"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV39760 - Image
11/22/2020 22:18:48
http://10.37.248.147/dr/202011/20201122/4___07W/0074___07WW2020112222184800SV_02.jpg
 07W - CBB
OPEN
$37.50
$25.00
$0.00
$62.50","
 HV17323 - Image
11/22/2020 19:08:47
http://10.37.248.147/dr/202011/20201122/4___07W/0074___07WW2020112219084700SV_02.jpg
 07W - CBB
OPEN
$37.50
$25.00
$0.00
$62.50"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV45797 - Image
11/15/2020 10:18:31
http://10.37.248.147/njta/202011/20201115/010_06w/013010_06wW2020111510183178SV_02.jpg
 06w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75","
 HV36981 - Image
11/15/2020 09:29:00
http://10.37.248.147/njta/202011/20201115/012_10w/013012_10wW2020111509290023SV_02.jpg
 10w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 HV44092 - Image
11/15/2020 08:09:18
http://10.37.248.147/njta/202011/20201115/013_04w/013013_04wW2020111508091891SV_02.jpg
 04w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV36923 - Image
11/15/2020 08:02:27
http://10.37.248.147/njta/202011/20201115/07A_13w/01307A_13wW2020111508022737SV_02.jpg
 13w - 7A 
OPEN
$6.65
$50.00
$0.00
$56.65","
 HV44232 - Image
11/15/2020 07:29:10
http://10.37.248.147/njta/202011/20201115/003_06w/013003_06wW2020111507291069SV_02.jpg
 06w - 3  
OPEN
$25.55
$50.00
$0.00
$75.55"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV45283 - Image
11/15/2020 07:22:56
http://10.37.248.147/njta/202011/20201115/001_16w/013001_16wW2020111507225623SV_02.jpg
 16w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV20249 - Image
11/15/2020 03:24:50
http://10.37.248.147/njta/202011/20201115/005_04w/013005_04wW2020111503245017SV_02.jpg
 04w - 5  
OPEN
$18.20
$50.00
$0.00
$68.20"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV38058 - Image
11/15/2020 06:43:36
http://10.37.248.147/njta/202011/20201115/013_08w/013013_08wW2020111506433603SV_02.jpg
 08w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV46166 - Image
11/15/2020 06:07:14
http://10.37.248.147/njta/202011/20201115/010_04w/013010_04wW2020111506071490SV_02.jpg
 04w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75","
 HV39644 - Image
11/15/2020 04:52:31
http://10.37.248.147/njta/202011/20201115/010_06w/013010_06wW2020111504523128SV_02.jpg
 06w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75","
 HV43699 - Image
11/15/2020 01:56:56
http://10.37.248.147/njta/202011/20201115/001_15w/013001_15wW2020111501565674SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV20155 - Image
11/15/2020 01:25:00
http://10.37.248.147/njta/202011/20201115/001_15w/013001_15wW2020111501250031SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV20155 - Image
11/15/2020 01:30:17
http://10.37.248.147/drba/202011/20201115/DMB_10_/016DMB_10_W2020111501301700SV_02.jpg
 10 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV37423 - Image
11/14/2020 23:59:06
http://10.37.248.147/njta/202011/20201114/010_05w/013010_05wW2020111423590621SV_02.jpg
 05w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75","
 HV38584 - Image
11/14/2020 23:07:41
http://10.37.248.147/njta/202011/20201114/010_09w/013010_09wW2020111423074169SV_02.jpg
 09w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75","
 HV19342 - Image
11/14/2020 22:52:46
http://10.37.248.147/njta/202011/20201114/18W_09w/01318W_09wW2020111422524638SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV20707 - Image
11/14/2020 22:41:49
http://10.37.248.147/njta/202011/20201114/07A_07w/01307A_07wW2020111422414934SV_02.jpg
 07w - 7A 
OPEN
$25.35
$50.00
$0.00
$75.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV38712 - Image
11/14/2020 23:58:27
http://10.37.248.147/njta/202011/20201114/07A_13w/01307A_13wW2020111423582752SV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV44045 - Image
11/14/2020 23:31:35
http://10.37.248.147/njta/202011/20201114/07A_13w/01307A_13wW2020111423313559SV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV40246 - Image
11/14/2020 21:09:31
http://10.37.248.147/njta/202011/20201114/07A_13w/01307A_13wW2020111421093137SV_02.jpg
 13w - 7A 
OPEN
$11.40
$50.00
$0.00
$61.40","
 HV36485 - Image
11/14/2020 21:09:19
http://10.37.248.147/njta/202011/20201114/013_08w/013013_08wW2020111421091924SV_02.jpg
 08w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV15022 - Image
11/14/2020 20:38:29
http://10.37.248.147/njta/202011/20201114/014_26w/013014_26wW2020111420382936SV_02.jpg
 26w - 14 
OPEN
$13.40
$50.00
$0.00
$63.40"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV37625 - Image
11/14/2020 23:17:15
http://10.37.248.147/njta/202011/20201114/012_10w/013012_10wW2020111423171511SV_02.jpg
 10w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 HV44163 - Image
11/14/2020 23:06:15
http://10.37.248.147/njta/202011/20201114/18W_08w/01318W_08wW2020111423061577SV_02.jpg
 08w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV37170 - Image
11/14/2020 23:00:23
http://10.37.248.147/njta/202011/20201114/18W_09w/01318W_09wW2020111423002316SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV38261 - Image
11/14/2020 22:35:58
http://10.37.248.147/njta/202011/20201114/18W_09w/01318W_09wW2020111422355805SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV40667 - Image
11/14/2020 22:25:32
http://10.37.248.147/njta/202011/20201114/013_04w/013013_04wW2020111422253212SV_02.jpg
 04w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV44045 - Image
11/14/2020 22:12:58
http://10.37.248.147/njta/202011/20201114/19W_01s/01319W_01sS2020111422125844SV_02.jpg
 01s - 19W
OPEN
$5.85
$50.00
$0.00
$55.85","
 HV19713 - Image
11/14/2020 22:07:43
http://10.37.248.147/njta/202011/20201114/18W_17w/01318W_17wW2020111422074376SV_02.jpg
 17w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV15202 - Image
11/14/2020 21:58:19
http://10.37.248.147/njta/202011/20201114/06A_01s/01306A_01sS2020111421581986SV_02.jpg
 01s - 6A 
OPEN
$7.40
$50.00
$0.00
$57.40","
 HV19713 - Image
11/14/2020 21:48:53
http://10.37.248.147/njta/202011/20201114/15E_07w/01315E_07wW2020111421485368SV_02.jpg
 07w - 15E
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV38414 - Image
11/14/2020 21:11:25
http://10.37.248.147/njta/202011/20201114/07A_13w/01307A_13wW2020111421112576SV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV36330 - Image
11/14/2020 22:08:14
http://10.37.248.147/njta/202011/20201114/013_08w/013013_08wW2020111422081431SV_02.jpg
 08w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV39644 - Image
11/14/2020 21:30:09
http://10.37.248.147/njta/202011/20201114/010_09w/013010_09wW2020111421300914SV_02.jpg
 09w - 10 
OPEN
$10.95
$50.00
$0.00
$60.95","
 HV42882 - Image
11/14/2020 21:06:56
http://10.37.248.147/njta/202011/20201114/07A_13w/01307A_13wW2020111421065693SV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV36949 - Image
11/14/2020 21:05:14
http://10.37.248.147/njta/202011/20201114/013_03w/013013_03wW2020111421051496SV_02.jpg
 03w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV43452 - Image
11/14/2020 20:47:04
http://10.37.248.147/njta/202011/20201114/07A_10w/01307A_10wW2020111420470413SV_02.jpg
 10w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV45948 - Image
11/14/2020 20:21:22
http://10.37.248.147/njta/202011/20201114/13A_18w/01313A_18wW2020111420212298SV_02.jpg
 18w - 13A
OPEN
$11.75
$50.00
$0.00
$61.75","
 HV37775 - Image
11/14/2020 19:31:53
http://10.37.248.147/njta/202011/20201114/005_04w/013005_04wW2020111419315379SV_02.jpg
 04w - 5  
OPEN
$18.20
$50.00
$0.00
$68.20","
 HV38491 - Image
11/14/2020 19:11:03
http://10.37.248.147/njta/202011/20201114/001_15w/013001_15wW2020111419110346SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV01771 - Image
11/14/2020 19:02:42
http://10.37.248.147/njta/202011/20201114/18W_09w/01318W_09wW2020111419024203SV_02.jpg
 09w - 18W
OPEN
$12.70
$50.00
$0.00
$62.70","
 HV40006 - Image
11/14/2020 19:00:27
http://10.37.248.147/njta/202011/20201114/010_06w/013010_06wW2020111419002799SV_02.jpg
 06w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV20839 - Image
11/14/2020 20:09:47
http://10.37.248.147/drba/202011/20201114/DMB_04_/016DMB_04_W2020111420094700SV_02.jpg
 04 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV40117 - Image
11/14/2020 17:45:57
http://10.37.248.147/drba/202011/20201114/DMB_12_/016DMB_12_W2020111417455700SV_02.jpg
 12 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV19257 - Image
11/14/2020 15:42:05
http://10.37.248.147/drba/202011/20201114/DMB_11_/016DMB_11_W2020111415420500SV_02.jpg
 11 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV20839 - Image
11/14/2020 20:04:34
http://10.37.248.147/njta/202011/20201114/001_15w/013001_15wW2020111420043463SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV14741 - Image
11/14/2020 20:01:24
http://10.37.248.147/njta/202011/20201114/15W_07w/01315W_07wW2020111420012462SV_02.jpg
 07w - 15W
OPEN
$11.40
$50.00
$0.00
$61.40","
 HV44982 - Image
11/14/2020 19:37:03
http://10.37.248.147/njta/202011/20201114/004_07w/013004_07wW2020111419370394SV_02.jpg
 07w - 4  
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV15004 - Image
11/14/2020 18:51:51
http://10.37.248.147/njta/202011/20201114/009_09w/013009_09wW2020111418515150SV_02.jpg
 09w - 9  
OPEN
$11.75
$50.00
$0.00
$61.75","
 HV43489 - Image
11/14/2020 18:39:06
http://10.37.248.147/njta/202011/20201114/012_13w/013012_13wW2020111418390604SV_02.jpg
 13w - 12 
OPEN
$11.20
$50.00
$0.00
$61.20"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV15004 - Image
11/14/2020 20:00:18
http://10.37.248.147/njta/202011/20201114/012_14w/013012_14wW2020111420001853SV_02.jpg
 14w - 12 
OPEN
$14.90
$50.00
$0.00
$64.90","
 HV19929 - Image
11/14/2020 19:47:00
http://10.37.248.147/njta/202011/20201114/07A_10w/01307A_10wW2020111419470096SV_02.jpg
 10w - 7A 
OPEN
$10.95
$50.00
$0.00
$60.95","
 HV37973 - Image
11/14/2020 19:21:58
http://10.37.248.147/njta/202011/20201114/012_10w/013012_10wW2020111419215868SV_02.jpg
 10w - 12 
OPEN
$21.00
$50.00
$0.00
$71.00","
 HV40117 - Image
11/14/2020 17:40:14
http://10.37.248.147/njta/202011/20201114/001_15w/013001_15wW2020111417401410SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV20600 - Image
11/14/2020 17:38:58
http://10.37.248.147/njta/202011/20201114/010_06w/013010_06wW2020111417385852SV_02.jpg
 06w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV38491 - Image
11/14/2020 19:17:15
http://10.37.248.147/drba/202011/20201114/DMB_04_/016DMB_04_W2020111419171500SV_02.jpg
 04 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV17875 - Image
11/14/2020 12:48:58
http://10.37.248.147/drba/202011/20201114/DMB_10_/016DMB_10_W2020111412485800SV_02.jpg
 10 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV17371 - Image
11/14/2020 11:20:05
http://10.37.248.147/drba/202011/20201114/DMB_03_/016DMB_03_W2020111411200500SV_02.jpg
 03 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV15288 - Image
11/14/2020 08:44:17
http://10.37.248.147/drba/202011/20201114/DMB_10_/016DMB_10_W2020111408441700SV_02.jpg
 10 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV37625 - Image
11/14/2020 18:31:01
http://10.37.248.147/njta/202011/20201114/18W_09w/01318W_09wW2020111418310101SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV44163 - Image
11/14/2020 18:19:15
http://10.37.248.147/njta/202011/20201114/15E_12w/01315E_12wW2020111418191566SV_02.jpg
 12w - 15E
OPEN
$45.50
$50.00
$0.00
$95.50","
 HV39940 - Image
11/14/2020 18:13:21

 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV44219 - Image
11/14/2020 18:12:39
http://10.37.248.147/njta/202011/20201114/012_14w/013012_14wW2020111418123947SV_02.jpg
 14w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 HV36932 - Image
11/14/2020 18:06:09
http://10.37.248.147/njta/202011/20201114/07A_10w/01307A_10wW2020111418060975SV_02.jpg
 10w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV20189 - Image
11/14/2020 18:29:14
http://10.37.248.147/njta/202011/20201114/012_10w/013012_10wW2020111418291477SV_02.jpg
 10w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 HV45288 - Image
11/14/2020 17:56:23
http://10.37.248.147/njta/202011/20201114/006_07w/013006_07wW2020111417562359SV_02.jpg
 07w - 6  
OPEN
$13.95
$50.00
$0.00
$63.95","
 HV19713 - Image
11/14/2020 17:45:42
http://10.37.248.147/njta/202011/20201114/15E_12w/01315E_12wW2020111417454229SV_02.jpg
 12w - 15E
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV38538 - Image
11/14/2020 16:53:24
http://10.37.248.147/njta/202011/20201114/18W_09w/01318W_09wW2020111416532403SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV20823 - Image
11/14/2020 16:53:23

 15w - 18E
OPEN
$3.35
$50.00
$0.00
$53.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV39254 - Image
11/14/2020 17:53:32
http://10.37.248.147/njta/202011/20201114/014_22w/013014_22wW2020111417533221SV_02.jpg
 22w - 14 
OPEN
$7.70
$50.00
$0.00
$57.70","
 HV44856 - Image
11/14/2020 17:51:41
http://10.37.248.147/njta/202011/20201114/15X_04w/01315X_04wW2020111417514166SV_02.jpg
 04w - 15X
OPEN
$4.50
$50.00
$0.00
$54.50","
 HV42882 - Image
11/14/2020 17:45:05
http://10.37.248.147/njta/202011/20201114/013_11w/013013_11wW2020111417450516SV_02.jpg
 11w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV13407 - Image
11/14/2020 17:21:27
http://10.37.248.147/njta/202011/20201114/18W_09w/01318W_09wW2020111417212789SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV20641 - Image
11/14/2020 16:27:49

 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV17877 - Image
11/14/2020 16:47:32
http://10.37.248.147/njta/202011/20201114/07A_10w/01307A_10wW2020111416473261SV_02.jpg
 10w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV20799 - Image
11/14/2020 14:08:14

 07w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV17859 - Image
11/14/2020 09:59:13
http://10.37.248.147/njta/202011/20201114/16W_07w/01316W_07wW2020111409591367SV_02.jpg
 07w - 16W
OPEN
$18.20
$50.00
$0.00
$68.20","
 HV19719 - Image
11/14/2020 09:26:46
http://10.37.248.147/njta/202011/20201114/001_15w/013001_15wW2020111409264634SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV36468 - Image
11/14/2020 09:08:23
http://10.37.248.147/njta/202011/20201114/18W_08w/01318W_08wW2020111409082364SV_02.jpg
 08w - 18W
OPEN
$54.60
$50.00
$0.00
$104.60"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV17859 - Image
11/14/2020 16:28:23

 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV37327 - Image
11/14/2020 16:26:07
http://10.37.248.147/njta/202011/20201114/08A_07w/01308A_07wW2020111416260723SV_02.jpg
 07w - 8A 
OPEN
$17.50
$50.00
$0.00
$67.50","
 HV36485 - Image
11/14/2020 16:14:19
http://10.37.248.147/njta/202011/20201114/010_09w/013010_09wW2020111416141971SV_02.jpg
 09w - 10 
OPEN
$8.65
$50.00
$0.00
$58.65","
 HV45214 - Image
11/14/2020 15:45:01
http://10.37.248.147/njta/202011/20201114/006_07w/013006_07wW2020111415450106SV_02.jpg
 07w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10","
 HV20045 - Image
11/14/2020 15:31:52

 15w - 18E
OPEN
$29.45
$50.00
$0.00
$79.45"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV38132 - Image
11/14/2020 15:48:31
http://10.37.248.147/dr/202011/20201114/3___05W/0073___05WW2020111415483100SV_02.jpg
 05W - WWB
OPEN
$37.50
$25.00
$0.00
$62.50"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV36686 - Image
11/14/2020 15:45:17

 15w - 18E
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV37400 - Image
11/14/2020 15:44:41
http://10.37.248.147/njta/202011/20201114/010_06w/013010_06wW2020111415444107SV_02.jpg
 06w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75","
 HV02280 - Image
11/14/2020 14:28:46
http://10.37.248.147/njta/202011/20201114/15E_12w/01315E_12wW2020111414284679SV_02.jpg
 12w - 15E
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV19586 - Image
11/14/2020 14:07:16
http://10.37.248.147/njta/202011/20201114/18W_09w/01318W_09wW2020111414071675SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV19986 - Image
11/14/2020 13:53:00

 15w - 18E
OPEN
$25.55
$50.00
$0.00
$75.55"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV37913 - Image
11/14/2020 15:13:51
http://10.37.248.147/njta/202011/20201114/07A_10w/01307A_10wW2020111415135195SV_02.jpg
 10w - 7A 
OPEN
$11.40
$50.00
$0.00
$61.40","
 HV45214 - Image
11/14/2020 14:42:25
http://10.37.248.147/njta/202011/20201114/013_04w/013013_04wW2020111414422520SV_02.jpg
 04w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV38052 - Image
11/14/2020 13:49:21
http://10.37.248.147/njta/202011/20201114/010_06w/013010_06wW2020111413492153SV_02.jpg
 06w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75","
 HV17836 - Image
11/14/2020 13:14:24
http://10.37.248.147/njta/202011/20201114/001_16w/013001_16wW2020111413142450SV_02.jpg
 16w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV38638 - Image
11/14/2020 13:03:55
http://10.37.248.147/njta/202011/20201114/010_05w/013010_05wW2020111413035598SV_02.jpg
 05w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV36791 - Image
11/14/2020 15:03:15
http://10.37.248.147/drjt/202011/20201114/O78_11W/020O78_11WN2020111415031530SV_02.jpg
 11W - O78
OPEN
$20.00
$30.00
$0.00
$50.00","
 HV45418 - Image
11/14/2020 14:18:35
http://10.37.248.147/drjt/202011/20201114/TM__02W/020TM__02WN2020111414183543SV_02.jpg
 02W - T-M
OPEN
$20.00
$30.00
$0.00
$50.00","
 HV01761 - Image
11/14/2020 02:51:59
http://10.37.248.147/drjt/202011/20201114/TM__04W/020TM__04WN2020111402515985SV_02.jpg
 04W - T-M
OPEN
$20.00
$30.00
$0.00
$50.00","
 HV19342 - Image
11/14/2020 01:49:40
http://10.37.248.147/drjt/202011/20201114/O78_11W/020O78_11WN2020111401494094SV_02.jpg
 11W - O78
OPEN
$20.00
$30.00
$0.00
$50.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV45631 - Image
11/14/2020 14:09:44
http://10.37.248.147/dr/202011/20201114/4___03W/0074___03WW2020111414094400SV_02.jpg
 03W - CBB
OPEN
$37.50
$25.00
$0.00
$62.50","
 HV45797 - Image
11/14/2020 06:06:20
http://10.37.248.147/dr/202011/20201114/1___11W/0071___11WW2020111406062000SV_02.jpg
 11W - BRB
OPEN
$37.50
$25.00
$0.00
$62.50"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV36943 - Image
11/14/2020 13:35:56
http://10.37.248.147/njta/202011/20201114/012_14w/013012_14wW2020111413355626SV_02.jpg
 14w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 HV17875 - Image
11/14/2020 12:43:21
http://10.37.248.147/njta/202011/20201114/001_16w/013001_16wW2020111412432164SV_02.jpg
 16w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV40347 - Image
11/14/2020 12:13:54
http://10.37.248.147/njta/202011/20201114/012_10w/013012_10wW2020111412135451SV_02.jpg
 10w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 HV39923 - Image
11/14/2020 11:18:34
http://10.37.248.147/njta/202011/20201114/006_07w/013006_07wW2020111411183414SV_02.jpg
 07w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10","
 HV40294 - Image
11/14/2020 11:11:00
http://10.37.248.147/njta/202011/20201114/012_14w/013012_14wW2020111411110000SV_02.jpg
 14w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV17836 - Image
11/14/2020 13:19:41
http://10.37.248.147/drba/202011/20201114/DMB_11_/016DMB_11_W2020111413194100SV_02.jpg
 11 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV36866 - Image
11/14/2020 12:29:57
http://10.37.248.147/drba/202011/20201114/DMB_09_/016DMB_09_W2020111412295700SV_02.jpg
 09 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV19719 - Image
11/14/2020 09:34:19
http://10.37.248.147/drba/202011/20201114/DMB_11_/016DMB_11_W2020111409341900SV_02.jpg
 11 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV37178 - Image
11/14/2020 03:11:03
http://10.37.248.147/drba/202011/20201114/DMB_10_/016DMB_10_W2020111403110300SV_02.jpg
 10 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV20132 - Image
11/14/2020 01:55:55
http://10.37.248.147/drba/202011/20201114/DMB_10_/016DMB_10_W2020111401555500SV_02.jpg
 10 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV15022 - Image
11/14/2020 12:59:08
http://10.37.248.147/njta/202011/20201114/012_10w/013012_10wW2020111412590891SV_02.jpg
 10w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 HV19375 - Image
11/14/2020 12:58:14
http://10.37.248.147/njta/202011/20201114/07A_13w/01307A_13wW2020111412581434SV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV36866 - Image
11/14/2020 12:24:18
http://10.37.248.147/njta/202011/20201114/001_15w/013001_15wW2020111412241811SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV38478 - Image
11/14/2020 11:10:57
http://10.37.248.147/njta/202011/20201114/18W_09w/01318W_09wW2020111411105727SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV19264 - Image
11/14/2020 10:49:30
http://10.37.248.147/njta/202011/20201114/010_06w/013010_06wW2020111410493092SV_02.jpg
 06w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75"
