"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV40281 - Image
10/30/2020 13:05:00
http://10.37.248.147/drba/202010/20201030/DMB_11_/016DMB_11_W2020103013050000DV_02.jpg
 11 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV36893 - Image
10/30/2020 12:58:40
http://10.37.248.147/drba/202010/20201030/DMB_11_/016DMB_11_W2020103012584000DV_02.jpg
 11 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV38302 - Image
10/30/2020 12:38:01
http://10.37.248.147/drba/202010/20201030/DMB_11_/016DMB_11_W2020103012380100DV_02.jpg
 11 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV45644 - Image
10/30/2020 11:14:18
http://10.37.248.147/drba/202010/20201030/DMB_03_/016DMB_03_W2020103011141800DV_02.jpg
 03 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV39114 - Image
10/30/2020 05:24:13
http://10.37.248.147/drba/202010/20201030/DMB_10_/016DMB_10_W2020103005241300DV_02.jpg
 10 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV44204 - Image
10/30/2020 12:24:07
http://10.37.248.147/njta/202010/20201030/18W_09w/01318W_09wW2020103012240710DV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV39904 - Image
10/30/2020 10:49:41
http://10.37.248.147/njta/202010/20201030/006_07w/013006_07wW2020103010494178DV_02.jpg
 07w - 6  
OPEN
$28.70
$50.00
$0.00
$78.70","
 HV15003 - Image
10/30/2020 10:48:16
http://10.37.248.147/njta/202010/20201030/008_03w/013008_03wW2020103010481627DV_02.jpg
 03w - 8  
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV36416 - Image
10/30/2020 10:45:28
http://10.37.248.147/njta/202010/20201030/18W_09w/01318W_09wW2020103010452861DV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV44069 - Image
10/30/2020 10:35:42

 07w - 3  
OPEN
$25.55
$50.00
$0.00
$75.55"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV37930 - Image
10/30/2020 10:29:26

 14w - 18E
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV39627 - Image
10/30/2020 09:37:12

 07w - 3  
OPEN
$25.55
$50.00
$0.00
$75.55","
 HV36820 - Image
10/30/2020 08:43:35

 14w - 18E
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV40587 - Image
10/30/2020 08:25:42

 04w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10","
 HV45915 - Image
10/30/2020 07:20:02
http://10.37.248.147/njta/202010/20201030/07A_10w/01307A_10wW2020103007200225DV_02.jpg
 10w - 7A 
OPEN
$10.95
$50.00
$0.00
$60.95"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV45412 - Image
10/30/2020 10:10:13
http://10.37.248.147/njta/202010/20201030/006_07w/013006_07wW2020103010101327DV_02.jpg
 07w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10","
 HV20532 - Image
10/30/2020 06:47:23
http://10.37.248.147/njta/202010/20201030/07A_10w/01307A_10wW2020103006472336DV_02.jpg
 10w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV42932 - Image
10/30/2020 01:54:26
http://10.37.248.147/njta/202010/20201030/013_04w/013013_04wW2020103001542648DV_02.jpg
 04w - 13 
OPEN
$12.30
$50.00
$0.00
$62.30","
 HV37198 - Image
10/30/2020 01:16:23
http://10.37.248.147/njta/202010/20201030/013_09w/013013_09wW2020103001162348DV_02.jpg
 09w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV20449 - Image
10/30/2020 01:16:07
http://10.37.248.147/njta/202010/20201030/18W_08w/01318W_08wW2020103001160767DV_02.jpg
 08w - 18W
OPEN
$11.40
$50.00
$0.00
$61.40"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV02254 - Image
10/30/2020 09:19:22
http://10.37.248.147/njta/202010/20201030/013_04w/013013_04wW2020103009192260DV_02.jpg
 04w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV36402 - Image
10/30/2020 08:58:33
http://10.37.248.147/njta/202010/20201030/013_09w/013013_09wW2020103008583321DV_02.jpg
 09w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV39284 - Image
10/30/2020 08:05:31
http://10.37.248.147/njta/202010/20201030/001_15w/013001_15wW2020103008053151DV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV20641 - Image
10/30/2020 04:55:29
http://10.37.248.147/njta/202010/20201030/18W_09w/01318W_09wW2020103004552928DV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV37143 - Image
10/30/2020 04:50:35
http://10.37.248.147/njta/202010/20201030/009_15w/013009_15wW2020103004503504DV_02.jpg
 15w - 9  
OPEN
$14.50
$50.00
$0.00
$64.50"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV45853 - Image
10/30/2020 06:27:28
http://10.37.248.147/njta/202010/20201030/006_07w/013006_07wW2020103006272837DV_02.jpg
 07w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10","
 HV43941 - Image
10/30/2020 06:21:32
http://10.37.248.147/njta/202010/20201030/18E_11w/01318E_11wW2020103006213233DV_02.jpg
 11w - 18E
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV37332 - Image
10/30/2020 06:10:07
http://10.37.248.147/njta/202010/20201030/012_14w/013012_14wW2020103006100717DV_02.jpg
 14w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 HV39371 - Image
10/30/2020 06:08:24
http://10.37.248.147/njta/202010/20201030/07A_13w/01307A_13wW2020103006082429DV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV42842 - Image
10/30/2020 06:03:35
http://10.37.248.147/njta/202010/20201030/013_04w/013013_04wW2020103006033511DV_02.jpg
 04w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV45320 - Image
10/30/2020 05:58:48
http://10.37.248.147/njta/202010/20201030/012_13w/013012_13wW2020103005584886DV_02.jpg
 13w - 12 
OPEN
$11.20
$50.00
$0.00
$61.20","
 HV45030 - Image
10/30/2020 05:57:14
http://10.37.248.147/njta/202010/20201030/012_13w/013012_13wW2020103005571419DV_02.jpg
 13w - 12 
OPEN
$14.90
$50.00
$0.00
$64.90","
 HV38302 - Image
10/30/2020 05:56:18
http://10.37.248.147/njta/202010/20201030/013_08w/013013_08wW2020103005561801DV_02.jpg
 08w - 13 
OPEN
$8.65
$50.00
$0.00
$58.65","
 HV44521 - Image
10/30/2020 05:54:59
http://10.37.248.147/njta/202010/20201030/013_09w/013013_09wW2020103005545924DV_02.jpg
 09w - 13 
OPEN
$17.50
$50.00
$0.00
$67.50","
 HV39114 - Image
10/30/2020 05:18:14
http://10.37.248.147/njta/202010/20201030/001_16w/013001_16wW2020103005181404DV_02.jpg
 16w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV37363 - Image
10/30/2020 04:50:34
http://10.37.248.147/njta/202010/20201030/014_26w/013014_26wW2020103004503428DV_02.jpg
 26w - 14 
OPEN
$13.40
$50.00
$0.00
$63.40","
 HV02149 - Image
10/30/2020 04:20:47
http://10.37.248.147/njta/202010/20201030/18W_08w/01318W_08wW2020103004204733DV_02.jpg
 08w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV20492 - Image
10/30/2020 04:07:25
http://10.37.248.147/njta/202010/20201030/07A_10w/01307A_10wW2020103004072554DV_02.jpg
 10w - 7A 
OPEN
$10.95
$50.00
$0.00
$60.95","
 HV17353 - Image
10/30/2020 03:56:49
http://10.37.248.147/njta/202010/20201030/06A_01s/01306A_01sS2020103003564911DV_02.jpg
 01s - 6A 
OPEN
$7.40
$50.00
$0.00
$57.40","
 HV14843 - Image
10/30/2020 03:19:28
http://10.37.248.147/njta/202010/20201030/07A_09w/01307A_09wW2020103003192835DV_02.jpg
 09w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV45318 - Image
10/30/2020 04:27:21
http://10.37.248.147/njta/202010/20201030/16E_07w/01316E_07wW2020103004272111DV_02.jpg
 07w - 16E
OPEN
$18.20
$50.00
$0.00
$68.20","
 HV20005 - Image
10/30/2020 02:56:31
http://10.37.248.147/njta/202010/20201030/18W_09w/01318W_09wW2020103002563141DV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV40788 - Image
10/30/2020 02:47:09
http://10.37.248.147/njta/202010/20201030/012_10w/013012_10wW2020103002470986DV_02.jpg
 10w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 HV36644 - Image
10/30/2020 02:27:26
http://10.37.248.147/njta/202010/20201030/15E_11w/01315E_11wW2020103002272614DV_02.jpg
 11w - 15E
OPEN
$7.70
$50.00
$0.00
$57.70","
 HV39337 - Image
10/30/2020 01:51:02
http://10.37.248.147/njta/202010/20201030/012_10w/013012_10wW2020103001510254DV_02.jpg
 10w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV02103 - Image
10/30/2020 03:19:04
http://10.37.248.147/njta/202010/20201030/012_10w/013012_10wW2020103003190480DV_02.jpg
 10w - 12 
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV36648 - Image
10/30/2020 02:39:31
http://10.37.248.147/njta/202010/20201030/012_13w/013012_13wW2020103002393192DV_02.jpg
 13w - 12 
OPEN
$7.70
$50.00
$0.00
$57.70","
 HV36735 - Image
10/30/2020 02:10:53
http://10.37.248.147/njta/202010/20201030/012_10w/013012_10wW2020103002105325DV_02.jpg
 10w - 12 
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV19381 - Image
10/30/2020 01:59:35
http://10.37.248.147/njta/202010/20201030/15E_12w/01315E_12wW2020103001593599DV_02.jpg
 12w - 15E
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV14982 - Image
10/30/2020 01:35:44
http://10.37.248.147/njta/202010/20201030/001_15w/013001_15wW2020103001354402DV_02.jpg
 15w - 1  
OPEN
$59.10
$50.00
$0.00
$109.10"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV40770 - Image
10/30/2020 01:36:35
http://10.37.248.147/njta/202010/20201030/07A_13w/01307A_13wW2020103001363542DV_02.jpg
 13w - 7A 
OPEN
$48.70
$50.00
$0.00
$98.70","
 HV45898 - Image
10/30/2020 01:13:12
http://10.37.248.147/njta/202010/20201030/18W_09w/01318W_09wW2020103001131213DV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV36473 - Image
10/30/2020 01:07:39
http://10.37.248.147/njta/202010/20201030/013_08w/013013_08wW2020103001073981DV_02.jpg
 08w - 13 
OPEN
$3.95
$50.00
$0.00
$53.95","
 HV20070 - Image
10/30/2020 00:38:03
http://10.37.248.147/njta/202010/20201030/006_07w/013006_07wW2020103000380395DV_02.jpg
 07w - 6  
OPEN
$10.95
$50.00
$0.00
$60.95","
 HV43677 - Image
10/30/2020 00:33:29
http://10.37.248.147/njta/202010/20201030/15W_06w/01315W_06wW2020103000332927DV_02.jpg
 06w - 15W
OPEN
$11.40
$50.00
$0.00
$61.40"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV37174 - Image
10/30/2020 01:32:40
http://10.37.248.147/njta/202010/20201030/002_05w/013002_05wW2020103001324083DV_02.jpg
 05w - 2  
OPEN
$30.85
$50.00
$0.00
$80.85","
 HV38027 - Image
10/30/2020 01:28:01
http://10.37.248.147/njta/202010/20201030/005_04w/013005_04wW2020103001280190DV_02.jpg
 04w - 5  
OPEN
$18.20
$50.00
$0.00
$68.20","
 HV20180 - Image
10/30/2020 01:23:38
http://10.37.248.147/njta/202010/20201030/15E_12w/01315E_12wW2020103001233803DV_02.jpg
 12w - 15E
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV20492 - Image
10/30/2020 00:32:21
http://10.37.248.147/njta/202010/20201030/006_07w/013006_07wW2020103000322145DV_02.jpg
 07w - 6  
OPEN
$10.95
$50.00
$0.00
$60.95","
 HV37996 - Image
10/30/2020 00:01:32
http://10.37.248.147/njta/202010/20201030/013_08w/013013_08wW2020103000013202DV_02.jpg
 08w - 13 
OPEN
$7.70
$50.00
$0.00
$57.70"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV39674 - Image
10/29/2020 23:57:21
http://10.37.248.147/drba/202010/20201029/DMB_04_/016DMB_04_W2020102923572100DV_02.jpg
 04 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV37255 - Image
10/29/2020 18:35:16
http://10.37.248.147/drba/202010/20201029/DMB_11_/016DMB_11_W2020102918351600DV_02.jpg
 11 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV38302 - Image
10/29/2020 13:35:33
http://10.37.248.147/drba/202010/20201029/DMB_06_/016DMB_06_W2020102913353300DV_02.jpg
 06 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV40353 - Image
10/29/2020 13:25:08
http://10.37.248.147/drba/202010/20201029/DMB_09_/016DMB_09_W2020102913250800DV_02.jpg
 09 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV42867 - Image
10/29/2020 12:36:21
http://10.37.248.147/drba/202010/20201029/DMB_09_/016DMB_09_W2020102912362100DV_02.jpg
 09 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV39674 - Image
10/29/2020 23:51:06
http://10.37.248.147/njta/202010/20201029/001_15w/013001_15wW2020102923510613DV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV36679 - Image
10/29/2020 23:49:08
http://10.37.248.147/njta/202010/20201029/18W_08w/01318W_08wW2020102923490877DV_02.jpg
 08w - 18W
OPEN
$25.55
$50.00
$0.00
$75.55","
 HV20005 - Image
10/29/2020 22:57:44

 10w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV39371 - Image
10/29/2020 22:43:44
http://10.37.248.147/njta/202010/20201029/18W_08w/01318W_08wW2020102922434479DV_02.jpg
 08w - 18W
OPEN
$67.65
$50.00
$0.00
$117.65","
 HV43806 - Image
10/29/2020 21:32:57
http://10.37.248.147/njta/202010/20201029/008_03w/013008_03wW2020102921325737DV_02.jpg
 03w - 8  
OPEN
$14.15
$50.00
$0.00
$64.15"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV38279 - Image
10/29/2020 23:39:43
http://10.37.248.147/njta/202010/20201029/18W_09w/01318W_09wW2020102923394303DV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV14720 - Image
10/29/2020 23:37:26
http://10.37.248.147/njta/202010/20201029/012_10w/013012_10wW2020102923372659DV_02.jpg
 10w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 HV38586 - Image
10/29/2020 23:23:22
http://10.37.248.147/njta/202010/20201029/15W_12w/01315W_12wW2020102923232216DV_02.jpg
 12w - 15W
OPEN
$11.40
$50.00
$0.00
$61.40","
 HV19408 - Image
10/29/2020 23:02:50
http://10.37.248.147/njta/202010/20201029/18W_09w/01318W_09wW2020102923025054DV_02.jpg
 09w - 18W
OPEN
$48.70
$50.00
$0.00
$98.70","
 HV37145 - Image
10/29/2020 21:17:52
http://10.37.248.147/njta/202010/20201029/013_09w/013013_09wW2020102921175223DV_02.jpg
 09w - 13 
OPEN
$11.75
$50.00
$0.00
$61.75"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV45908 - Image
10/29/2020 23:26:16
http://10.37.248.147/dr/202010/20201029/3___10W/0073___10WW2020102923261600DV_02.jpg
 10W - WWB
OPEN
$30.00
$25.00
$0.00
$55.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV43550 - Image
10/29/2020 23:16:11
http://10.37.248.147/njta/202010/20201029/18W_09w/01318W_09wW2020102923161163DV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV40472 - Image
10/29/2020 23:06:23
http://10.37.248.147/njta/202010/20201029/07A_13w/01307A_13wW2020102923062353DV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV37198 - Image
10/29/2020 20:17:26
http://10.37.248.147/njta/202010/20201029/16W_07w/01316W_07wW2020102920172638DV_02.jpg
 07w - 16W
OPEN
$18.20
$50.00
$0.00
$68.20"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV44911 - Image
10/29/2020 22:27:38
http://10.37.248.147/drjt/202010/20201029/I78_01W/020I78_01WN2020102922273819DV_02.jpg
 01W - I78
OPEN
$20.00
$30.00
$0.00
$50.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV37938 - Image
10/29/2020 21:35:01
http://10.37.248.147/drjt/202010/20201029/ODW_21W/020ODW_21WN2020102921350171DV_02.jpg
 21W - ODW
OPEN
$20.00
$30.00
$0.00
$50.00","
 HV15135 - Image
10/29/2020 11:50:23
http://10.37.248.147/drjt/202010/20201029/O78_12W/020O78_12WN2020102911502345DV_02.jpg
 12W - O78
OPEN
$20.00
$30.00
$0.00
$50.00","
 HV44037 - Image
10/29/2020 08:11:48
http://10.37.248.147/drjt/202010/20201029/TM__04W/020TM__04WN2020102908114882DV_02.jpg
 04W - T-M
OPEN
$16.00
$30.00
$0.00
$46.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV38875 - Image
10/29/2020 20:54:51

 10w - 7A 
OPEN
$10.95
$50.00
$0.00
$60.95","
 HV20180 - Image
10/29/2020 20:38:41
http://10.37.248.147/njta/202010/20201029/18W_08w/01318W_08wW2020102920384160DV_02.jpg
 08w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV38132 - Image
10/29/2020 20:25:58

 05w - 7  
OPEN
$25.55
$50.00
$0.00
$75.55","
 HV32900 - Image
10/29/2020 19:59:56

 01s - 6A 
OPEN
$7.40
$50.00
$0.00
$57.40","
 HV38483 - Image
10/29/2020 19:28:37
http://10.37.248.147/njta/202010/20201029/13A_21w/01313A_21wW2020102919283722DV_02.jpg
 21w - 13A
OPEN
$10.00
$50.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV15181 - Image
10/29/2020 20:01:45
http://10.37.248.147/njta/202010/20201029/18W_08w/01318W_08wW2020102920014580DV_02.jpg
 08w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV42932 - Image
10/29/2020 19:22:23

 06w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75","
 HV45065 - Image
10/29/2020 19:09:32
http://10.37.248.147/njta/202010/20201029/001_16w/013001_16wW2020102919093203DV_02.jpg
 16w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV20532 - Image
10/29/2020 18:43:29

 10w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV44222 - Image
10/29/2020 16:40:52
http://10.37.248.147/njta/202010/20201029/001_15w/013001_15wW2020102916405250DV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV45467 - Image
10/29/2020 19:09:10
http://10.37.248.147/njta/202010/20201029/012_14w/013012_14wW2020102919091049DV_02.jpg
 14w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 HV20006 - Image
10/29/2020 19:04:03
http://10.37.248.147/njta/202010/20201029/006_07w/013006_07wW2020102919040390DV_02.jpg
 07w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10","
 HV36769 - Image
10/29/2020 18:50:04

 05w - 2  
OPEN
$38.70
$50.00
$0.00
$88.70","
 HV45467 - Image
10/29/2020 18:42:36

 05w - 16E
OPEN
$18.20
$50.00
$0.00
$68.20","
 HV39018 - Image
10/29/2020 18:33:25
http://10.37.248.147/njta/202010/20201029/15E_12w/01315E_12wW2020102918332561DV_02.jpg
 12w - 15E
OPEN
$14.15
$50.00
$0.00
$64.15"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV38441 - Image
10/29/2020 17:59:50
http://10.37.248.147/njta/202010/20201029/15E_12w/01315E_12wW2020102917595097DV_02.jpg
 12w - 15E
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV42827 - Image
10/29/2020 17:56:51
http://10.37.248.147/njta/202010/20201029/004_07w/013004_07wW2020102917565154DV_02.jpg
 07w - 4  
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV17340 - Image
10/29/2020 16:57:44

 06w - 16W
OPEN
$18.20
$50.00
$0.00
$68.20","
 HV36363 - Image
10/29/2020 16:32:31
http://10.37.248.147/njta/202010/20201029/001_15w/013001_15wW2020102916323183DV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV37835 - Image
10/29/2020 16:30:43
http://10.37.248.147/njta/202010/20201029/18W_09w/01318W_09wW2020102916304385DV_02.jpg
 09w - 18W
OPEN
$24.50
$50.00
$0.00
$74.50"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV20006 - Image
10/29/2020 17:51:15

 04n - LWN
OPEN
$3.35
$50.00
$0.00
$53.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV17780 - Image
10/29/2020 17:29:04
http://10.37.248.147/drjt/202010/20201029/O78_12W/020O78_12WN2020102917290496DV_02.jpg
 12W - O78
OPEN
$20.00
$30.00
$0.00
$50.00","
 HV45700 - Image
10/29/2020 04:17:14
http://10.37.248.147/drjt/202010/20201029/O78_11W/020O78_11WN2020102904171430DV_02.jpg
 11W - O78
OPEN
$20.00
$30.00
$0.00
$50.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV37207 - Image
10/29/2020 17:04:49
http://10.37.248.147/dr/202010/20201029/1___10W/0071___10WW2020102917044900DV_02.jpg
 10W - BRB
OPEN
$37.50
$25.00
$0.00
$62.50"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV36363 - Image
10/29/2020 16:38:56
http://10.37.248.147/drba/202010/20201029/DMB_03_/016DMB_03_W2020102916385600DV_02.jpg
 03 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV17408 - Image
10/29/2020 13:52:08
http://10.37.248.147/drba/202010/20201029/DMB_06_/016DMB_06_W2020102913520800DV_02.jpg
 06 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV39544 - Image
10/29/2020 12:11:32
http://10.37.248.147/drba/202010/20201029/DMB_04_/016DMB_04_W2020102912113200DV_02.jpg
 04 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV14843 - Image
10/29/2020 07:27:54
http://10.37.248.147/drba/202010/20201029/DMB_11_/016DMB_11_W2020102907275400DV_02.jpg
 11 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV17692 - Image
10/29/2020 16:29:31
http://10.37.248.147/njta/202010/20201029/07A_13w/01307A_13wW2020102916293122DV_02.jpg
 13w - 7A 
OPEN
$48.70
$50.00
$0.00
$98.70","
 HV21073 - Image
10/29/2020 16:27:42
http://10.37.248.147/njta/202010/20201029/15E_11w/01315E_11wW2020102916274268DV_02.jpg
 11w - 15E
OPEN
$7.70
$50.00
$0.00
$57.70","
 HV36333 - Image
10/29/2020 16:13:44

 09w - 8A 
OPEN
$13.40
$50.00
$0.00
$63.40","
 HV01662 - Image
10/29/2020 16:02:29

 04w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75","
 HV39408 - Image
10/29/2020 15:56:59
http://10.37.248.147/njta/202010/20201029/18W_09w/01318W_09wW2020102915565928DV_02.jpg
 09w - 18W
OPEN
$21.20
$50.00
$0.00
$71.20"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV39926 - Image
10/29/2020 15:39:47

 05w - 2  
OPEN
$30.85
$50.00
$0.00
$80.85","
 HV42814 - Image
10/29/2020 15:27:10
http://10.37.248.147/njta/202010/20201029/013_04w/013013_04wW2020102915271006DV_02.jpg
 04w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV42814 - Image
10/29/2020 15:08:47
http://10.37.248.147/njta/202010/20201029/13A_14w/01313A_14wW2020102915084776DV_02.jpg
 14w - 13A
OPEN
$11.75
$50.00
$0.00
$61.75","
 HV21004 - Image
10/29/2020 15:02:09
http://10.37.248.147/njta/202010/20201029/15E_11w/01315E_11wW2020102915020906DV_02.jpg
 11w - 15E
OPEN
$11.40
$50.00
$0.00
$61.40","
 HV08544 - Image
10/29/2020 14:53:38

 09w - 8A 
OPEN
$9.40
$50.00
$0.00
$59.40"
